,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,CODIGO DISTRITO DEPARTAMENTO     MUNICIPIO    ESTABLECIMIENTO        DIRECCION          TELEFONO    SUPERVISOR      DIRECTOR         NIVEL       SECTOR     AREA        STATUS     MODALIDAD    JORNADA        PLAN,ZONA
475,00-01-0425-46,01-307,GUATEMALA,CIUDAD CAPITAL,LICEO METROPOLITANO EN COMPUTACION III,15 CALLE 3-29,22510780,NORMA ARACELY PALOMO FRANCO DE DIAZ,MARGARITA DE JESUS BARRIOS CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
476,00-01-0433-46,01-403,GUATEMALA,CIUDAD CAPITAL,CENTRO DE ESUTIOS INTEGRALES HUGO ROBLES,9A. CALLE 3-40 ZONA 1,22383733,CARLOS HUMBERTO GONZALEZ DE LEON,RUDY RODULFO MEJIA MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,,
477,00-01-0434-46,01-403,GUATEMALA,CIUDAD CAPITAL,CENTRO DE ESTUDIOS INTEGRALES HUGO ROBLES,9A. CALLE 3-40 ZONA 1,22383733,CARLOS HUMBERTO GONZALEZ DE LEON,RUDY RODULFO MEJIA MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,,
478,00-01-0437-46,01-312,GUATEMALA,CIUDAD CAPITAL,LICEO MULTICULTURAL GUATEMALTECO,9A. CALLE 3-40,22383733,AMADO SALOMON FLORES PEREZ,RUDY RODULFO MEJIA MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
479,00-01-0440-46,01-627,GUATEMALA,CIUDAD CAPITAL,LICEO MULTICULTURAL GUATEMALTECO,9A. CALLE 3-40,22383733,ISAURA AMPARO RECINOS CARRILLO,RUDY RODULFO MEJIA MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
480,00-01-0441-46,01-627,GUATEMALA,CIUDAD CAPITAL,LICEO MULTICULTURAL GUATEMALTECO,9A. CALLE 3-40,22530315,ISAURA AMPARO RECINOS CARRILLO,RUDY RODULFO MEJIA MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
481,00-01-0442-46,01-307,GUATEMALA,CIUDAD CAPITAL,COLEGIO PRIVADO MIXTO SANTA INFANCIA,9A. AVENIDA 4-29,22380392,NORMA ARACELY PALOMO FRANCO DE DIAZ,ESTELA JOSEFINA ZEBADUA GARCIA DE PRTDESABA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,,
482,00-01-0448-46,01-312,GUATEMALA,CIUDAD CAPITAL,INSTITUTO TECNOLOGICO MIXTO VOCACIONAL CENTROAMERICANO BILINGUE,12A CALLE A 2-18,22381338,AMADO SALOMON FLORES PEREZ,JULIO CASTELLANOS BOBADILLA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,,
483,00-01-0450-46,01-627,GUATEMALA,CIUDAD CAPITAL,LICEO PROFESIONAL SANTANDER,6A. AVENIDA 1-34,58166416,ISAURA AMPARO RECINOS CARRILLO,GUILLERMO NOJ MENDOZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
484,00-01-0451-46,01-627,GUATEMALA,CIUDAD CAPITAL,LICEO PROFESIONAL SANTANDER,6A. AVENIDA 1-34,58166416,ISAURA AMPARO RECINOS CARRILLO,GUILLERMO NOJ MENDOZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
485,00-01-0456-46,01-312,GUATEMALA,CIUDAD CAPITAL,LICEO CULTURAL ESPANOL,4A. AVENIDA 3-56,30258550,AMADO SALOMON FLORES PEREZ,ELDER ALCIDES REGALADO LEMUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
486,00-01-0458-46,01-627,GUATEMALA,CIUDAD CAPITAL,LICEO CULTURAL ESPANOL,4A. AVENIDA 3-56,22382723,ISAURA AMPARO RECINOS CARRILLO,ELDER ALCIDES REGALADO LEMUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
487,00-01-0460-46,01-627,GUATEMALA,CIUDAD CAPITAL,LICEO CULTURAL ESPANOL,4A. AVENIDA 3-56,22382723,ISAURA AMPARO RECINOS CARRILLO,ELDER ALCIDES REGALADO LEMUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
488,00-01-0462-46,01-312,GUATEMALA,CIUDAD CAPITAL,CENTRO TECNOLOGICO  DA VINCI ,10A. CALLE 9-52,22382038,AMADO SALOMON FLORES PEREZ,MARIA TERESA YON DE RENDON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
489,00-01-0465-46,01-403,GUATEMALA,CIUDAD CAPITAL,COLEGIO VALVERDE NO. 2,4A. AVENIDA 4-49,22093200,CARLOS HUMBERTO GONZALEZ DE LEON,SARA LIZBETH COLINDRES MILIAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
490,00-01-0470-46,01-627,GUATEMALA,CIUDAD CAPITAL,CENTRO TECNOLOGICO  DA VINCI ,10A. CALLE 9-52,22382038,ISAURA AMPARO RECINOS CARRILLO,MARIA TERESA YON DE RENDON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,,
491,00-01-0478-46,01-627,GUATEMALA,CIUDAD CAPITAL,COLEGIO TECNICO INDUSTRIAL LUIS CARDOZA Y ARAGON,"5A CALLE 1-20, 1-34 Y 1-36",22304437,ISAURA AMPARO RECINOS CARRILLO,BENAVENTI COLDING FUENTES PEREIRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
492,00-01-0479-46,01-312,GUATEMALA,CIUDAD CAPITAL,COLEGIO TECNICO PROGRESISTA -CETECPRO-,2A. AVENIDA 3-59,22512759,AMADO SALOMON FLORES PEREZ,IRMA AMPARO TOLEDO HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
493,00-01-0482-46,01-627,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO MIXTO MONTENEVADO,3A AVENIDA 10-29,22381293,ISAURA AMPARO RECINOS CARRILLO,OMAYRA LUCRECIA DIAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
494,00-01-0487-46,01-315,GUATEMALA,CIUDAD CAPITAL,COLEGIO MARTA NOVELLA,7A. AVENIDA 11-67,58771766,AURA MARINA GARRIDO MORALES,HERBERT ANGEL ALVAREZ CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
495,00-01-0490-46,01-403,GUATEMALA,CIUDAD CAPITAL,COLEGIO ISTMO-AMERICANO,11 CALLE 4-22,53184646,CARLOS HUMBERTO GONZALEZ DE LEON,SHIRLEY MARISOL LARRIEU DARDON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
496,00-01-0499-46,01-312,GUATEMALA,CIUDAD CAPITAL,"COLEGIO ""EL EMILIO""",2A. CALLE 6-77,22532080,AMADO SALOMON FLORES PEREZ,ANTONIO ROMAN LOPEZ ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
497,00-01-0502-46,01-403,GUATEMALA,CIUDAD CAPITAL,"COLEGIO ""EL EMILIO""",2A. CALLE 6-77,22532080,CARLOS HUMBERTO GONZALEZ DE LEON,ANTONIO ROMAN LOPEZ ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
498,00-01-0506-46,01-312,GUATEMALA,CIUDAD CAPITAL,CENTRO DE ESTUDIOS WINBRIDGE,8A. CALLE 2-40,22324201,AMADO SALOMON FLORES PEREZ,GILDA NOEMI SOSA HURTADO DE TARECENA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
499,00-01-0508-46,01-403,GUATEMALA,CIUDAD CAPITAL,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,6A. AVENIDA 18-23,22322912,CARLOS HUMBERTO GONZALEZ DE LEON,MARIO ANTONIO CASTANEDA FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
500,00-01-0509-46,01-318,GUATEMALA,CIUDAD CAPITAL,COLEGIO PARA VARONES SAN SEBASTIAN,2A. CALLE 6-56,22536602,LESLIE AZUCENA MONZON TECUN,EDGAR ROLANDO MARROQUIN AMADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
501,00-01-0510-46,01-207,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO FUTURISTA -C.E.F.-,13 AVENIDA 4-60 ZONA 1,22511845,LILIANA LETICIA DUBON ESPINOZA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
502,00-01-0512-46,01-207,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO FUTURISTA -C.E.F.-,13 AVENIDA 4-60 ZONA 1,22511845,LILIANA LETICIA DUBON ESPINOZA,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,,
503,00-01-0516-46,01-312,GUATEMALA,CIUDAD CAPITAL,LICEO MULTICULTURAL GUATEMALTECO,"9A, CALLE 3-40",22530315,AMADO SALOMON FLORES PEREZ,JOSE RICARDO REYES MORA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,,
504,00-01-0520-46,01-403,GUATEMALA,CIUDAD CAPITAL,"""LICEO MONTE SINAI""",3A. AVE. 7-34,56289897,CARLOS HUMBERTO GONZALEZ DE LEON,ISABEL ROBEDDI VALLAR TORRES DE PINEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,,
505,00-01-0521-46,01-403,GUATEMALA,CIUDAD CAPITAL,"""LICEO MONTE SINAI""",3A. AVE. 7-34,56289897,CARLOS HUMBERTO GONZALEZ DE LEON,ISABEL ROBEDDI VALLAR TORRES DE PINEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,,
506,00-01-0524-46,01-312,GUATEMALA,CIUDAD CAPITAL,"""LICEO MONTE SINAI""",3A. AVE. 7-34,56289897,AMADO SALOMON FLORES PEREZ,ISABEL ROBEDDI VALLAR TORRES DE PINEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
507,00-01-0527-46,01-317,GUATEMALA,CIUDAD CAPITAL,LICEO HISPANOAMERICANO NO. 3,1A. AVENIDA 8-36,22518774,MARIANO DOMINGO ESTRADA TELETOR,MIRIAM MARLENY DIAZ VELASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
508,00-01-0531-46,01-403,GUATEMALA,CIUDAD CAPITAL,LICEO HISPANOAMERICANO NO. 3,1A. AVENIDA 8-36,22518774,CARLOS HUMBERTO GONZALEZ DE LEON,MIRIAM MARLENY DIAZ VELASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,,
509,00-01-0532-46,01-403,GUATEMALA,CIUDAD CAPITAL,LICEO HISPANOAMERICANO NO. 3,1A. AVENIDA 8-36,22518774,CARLOS HUMBERTO GONZALEZ DE LEON,MIRIAM MARLENY DIAZ VELASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,,
510,00-01-0534-46,01-403,GUATEMALA,CIUDAD CAPITAL,INSTITUTO GUILLERMO PUTZEYS ALVAREZ,11 CALLE 3-59,24637777,CARLOS HUMBERTO GONZALEZ DE LEON,JOSE RODERICO TELLO TELLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
511,00-01-0541-46,01-312,GUATEMALA,CIUDAD CAPITAL,COLEGIO EL CAMINO,10A. CALLE 11-46,22511273,AMADO SALOMON FLORES PEREZ,ALAN JEFFREY BRENNER SANTIZO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
512,00-01-0542-46,01-627,GUATEMALA,CIUDAD CAPITAL,LICEO DE COMPUTACION C.S.S.,11 CALLE 9-62,22517771,ISAURA AMPARO RECINOS CARRILLO,NORMA LUCRECIA CORDOVA HEREDIA DE ALVAREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
513,00-01-0546-46,01-403,GUATEMALA,CIUDAD CAPITAL,"INSTITUTO MIXTO NOCTURNO DE EDUCACION DIVERSIFICADA POR MADUREZ ""PEDRO ARRIAZA MATA""",10A. AVENIDA 12-01,22383239,CARLOS HUMBERTO GONZALEZ DE LEON,BRUNO LUIS EMILIO VIAU GARCIA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE,,
514,00-01-0555-46,01-403,GUATEMALA,CIUDAD CAPITAL,COLEGIO TECNOLOGICO CENTRO CULTURAL DE LAS AMERICAS,8A. CALLE 0-30,22384217,CARLOS HUMBERTO GONZALEZ DE LEON,JESUS SAMAYOA ARAGON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,,
515,00-01-0557-46,01-403,GUATEMALA,CIUDAD CAPITAL,COLEGIO TECNOLOGICO CENTRO CULTURAL DE LAS AMERICAS,8A. CALLE 0-30,22384217,CARLOS HUMBERTO GONZALEZ DE LEON,JESUS SAMAYOA ARAGON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,,
516,00-01-0560-46,01-316,GUATEMALA,CIUDAD CAPITAL,COLEGIO TECNOLOGICO CENTRO CULTURAL DE LAS AMERICAS,8A. CALLE 0-30,22384217,CARLOS HUMBERTO GONZALEZ DE LEON,JESUS SAMAYOA ARAGON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
517,00-01-0562-46,01-316,GUATEMALA,CIUDAD CAPITAL,COLEGIO TECNOLOGICO CENTRO CULTURAL DE LAS AMERICAS,8A. CALLE 0-30,22384217,CARLOS HUMBERTO GONZALEZ DE LEON,JESUS SAMYOA ARAGON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
518,00-01-0563-46,01-318,GUATEMALA,CIUDAD CAPITAL,LICEO CANADIENSE,11 CALLE 1-53,23750055,LESLIE AZUCENA MONZON TECUN,ADA LUCRECIA MIJANGOS TEO DE ARANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,,
519,00-01-0564-46,01-301,GUATEMALA,CIUDAD CAPITAL,INSTITUTO GUILLERMO PUTZEYS ALVAREZ,11 CALLE 3-59,24637777,ERICK ESTUARDO SANCHEZ ARCHILA,ANA ISABEL TELLO SAENZ DE LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,,
520,00-01-0565-46,01-318,GUATEMALA,CIUDAD CAPITAL,COLEGIO INTEGRAL SAN JUAN,9A. CALLE 3-40,22533937,LESLIE AZUCENA MONZON TECUN,LILIAN LISETH GARCA SANDOVAL DE STRAUBE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
521,00-01-0567-46,01-317,GUATEMALA,CIUDAD CAPITAL,"ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL ""JESUS MARIA ALVARADO""",2A. CALLE 4-04,22516651,MARIANO DOMINGO ESTRADA TELETOR,SONIA CONCEPCION LOPEZ MUNOZ,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,,
522,00-01-0568-46,01-403,GUATEMALA,CIUDAD CAPITAL,COLEGIO INTEGRAL SAN JUAN,9A. CALLE 3-40,22533937,CARLOS HUMBERTO GONZALEZ DE LEON,SILVIA PATRICIA RAMOS ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
523,00-01-0571-46,01-317,GUATEMALA,CIUDAD CAPITAL,COLEGIO MIXTO SANTO DOMINGO,12A. AVENIDA 12-11,22531216,MARIANO DOMINGO ESTRADA TELETOR,SERGIO ALEJANDRO VILLATORO VILLAGRAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
524,00-01-0573-46,01-403,GUATEMALA,CIUDAD CAPITAL,COLEGIO MIXTO SANTO DOMINGO,12A. AVENIDA 12-11,22531216,CARLOS HUMBERTO GONZALEZ DE LEON,SERGIO ALEJANDRO VILLATORO VILLAGRAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
525,00-01-0574-46,01-403,GUATEMALA,CIUDAD CAPITAL,COLEGIO MIXTO SANTO DOMINGO,12 AVENIDA 12-11 ZONA 1,22531216,CARLOS HUMBERTO GONZALEZ DE LEON,SERGIO ALEJANDRO VILLATORO VILLAGRAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
526,00-01-0582-46,01-307,GUATEMALA,CIUDAD CAPITAL,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,22201454,NORMA ARACELY PALOMO FRANCO DE DIAZ,SILVIA SUSANA SALAZAR SOTO DE MENDOZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
527,00-01-0584-46,01-403,GUATEMALA,CIUDAD CAPITAL,COLEGIO INTERNACIONAL CAMBRIDGE (CIS),"3A. AVENIDA ""A"" 3-28",57529460,CARLOS HUMBERTO GONZALEZ DE LEON,MARIA CRISTINA GEREDA AREVALO DE RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
528,00-01-0585-46,01-403,GUATEMALA,CIUDAD CAPITAL,COLEGIO INTERNACIONAL CAMBRIDGE (CIS),"3A. AVENIDA ""A"" 3-38",57529460,CARLOS HUMBERTO GONZALEZ DE LEON,MARIA CRISTINA GEREDA AREVALO DE RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
529,00-01-0587-46,01-307,GUATEMALA,CIUDAD CAPITAL,"CENTRO EDUCATIVO ""MONTENEVADO""",3A. AVE. 10-29,22537097,NORMA ARACELY PALOMO FRANCO DE DIAZ,ALBA LETICIA REYES CIFUENTES DE RIVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
530,00-01-0588-46,01-627,GUATEMALA,CIUDAD CAPITAL,"COLEGIO MIXTO ""INDO LATINO ",4A. AVENIDA 13-35,22380338,ISAURA AMPARO RECINOS CARRILLO,SONIA ESTELA RAMIREZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,,
531,00-01-0590-46,01-403,GUATEMALA,CIUDAD CAPITAL,LICEO SANTO DOMINGO DE GUZMAN,13 AVE. 9-36,22518090,CARLOS HUMBERTO GONZALEZ DE LEON,MARINA FLORES MORAN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
532,00-01-0593-46,01-301,GUATEMALA,CIUDAD CAPITAL,COLEGIO BILINGUE ESPECIALIZADO EN COMPUTACION YULIMAY PC,12 CALLE 4-17,22091400,ERICK ESTUARDO SANCHEZ ARCHILA,OBDUVER UBALDO DOMINGO CASTANON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
533,00-01-0594-46,01-403,GUATEMALA,CIUDAD CAPITAL,ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO,10 AVENIDA 2-24,58571956,CARLOS HUMBERTO GONZALEZ DE LEON,HERBERT GUSTAVO LOPEZ JOCOL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE,,
534,00-01-0595-46,01-317,GUATEMALA,CIUDAD CAPITAL,LICEO HISPANOAMERICANO NO. 2,2A. CALLE 7-11,22205687,MARIANO DOMINGO ESTRADA TELETOR,MARIA ISABEL POLANCO PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
535,00-01-0596-46,01-317,GUATEMALA,CIUDAD CAPITAL,LICEO HISPANOAMERICANO,1A. AVENIDA 7-12,22518774,MARIANO DOMINGO ESTRADA TELETOR,GEOVANA FRINNE SAMAYOA PRADO DE ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
536,00-01-0599-46,01-312,GUATEMALA,CIUDAD CAPITAL,INSTITUTO NORMAL PARA SENORITAS CENTRO AMERICA,"1A. CALLE ""C"" 2-29",22200329,AMADO SALOMON FLORES PEREZ,FERNANDO MAURICIO RUANO M.,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,BILINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
537,00-01-0600-46,01-403,GUATEMALA,CIUDAD CAPITAL,LICEO TECNICO COMERCIAL,4TA. AVENIDA 5-26,22329118,CARLOS HUMBERTO GONZALEZ DE LEON,SERGIA JOSEFINA SALAY ALVAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
538,00-01-0605-46,01-312,GUATEMALA,CIUDAD CAPITAL,LICEO TECNICO CIENCIA Y DESARROLLO,10 CALLE 3-15,36117881,AMADO SALOMON FLORES PEREZ,MYRIAM JEANNETTE CIFUENTES ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
539,00-01-0608-46,01-318,GUATEMALA,CIUDAD CAPITAL,INSTITUTO TECNOLOGICO DE COMPUTACION I.T.C.,2A. CALLE 11-65,22200060,LESLIE AZUCENA MONZON TECUN,DULCE MARIA CHICHILLA GODOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
540,00-01-0611-46,01-403,GUATEMALA,CIUDAD CAPITAL,LICEO MIXTO CIENCIAS SECRETARIALES,4A. AVENIDA 4-12,22380855,CARLOS HUMBERTO GONZALEZ DE LEON,SONIA ELVIRA PINEDA GUDIEL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
541,00-01-0619-46,01-301,GUATEMALA,CIUDAD CAPITAL,"""INSTITUTO NACIONAL CENTRAL""",9A. AVENIDA 9-27,22328285,ERICK ESTUARDO SANCHEZ ARCHILA,CARLOS ALFREDO VALDEZ PAZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
542,00-01-0623-46,01-310,GUATEMALA,CIUDAD CAPITAL,COLEGIO LOYOLA,12 AVE. 4-30,22044800,ALMA SALGUERO DE SALAZAR,PADRE ORLANDO JOSE AGUILAR CASTRILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
543,00-01-0627-46,01-403,GUATEMALA,CIUDAD CAPITAL,"INSTITUTO DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""DOCTOR JUAN JOSE AREVALO BERMEJO""",8A. AVENIDA 9-60,22536894,CARLOS HUMBERTO GONZALEZ DE LEON,EDNA MARIETA DE LA CRUZ PONCE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,A DISTANCIA,GUATEMALA NORTE,,
